,state,gender,avg_fam_income,pobc2,avggift,domain,target_d,med_fam_income_binned,med_home_val_transformed
1966,NC,Male,280.0,74,9,R2,10.0,Low,-0.6974993226726462
1967,NC,Male,333.0,77,9,R2,20.0,Low,-0.44135677470679713
1968,FL,Male,286.0,25,23,R2,47.0,Low,-0.6450517707668415
1969,IA,Female,331.0,89,5,R2,10.0,Low,-1.315743430471148
1970,CA,Female,380.0,43,13,C2,14.0,Low,1.03408848656259
1971,MI,Male,373.0,93,6,R2,20.0,Low,-0.7277257919000945
1972,CA,Female,1093.0,36,7,S1,10.0,Very High,2.9670152847297655
1973,IL,Female,370.0,63,5,U2,6.0,Low,-0.37283855650632164
1974,MN,Female,347.0,88,10,R2,30.0,Low,-0.9392435210121208
1975,TX,Female,333.0,60,19,T2,25.0,Low,-1.2888895486959777
1976,IL,Female,737.0,77,14,U1,20.0,Moderate,0.6986094789111336
1977,CA,Female,1088.0,48,81,U1,25.0,Very High,2.952657550531878
1978,NM,Female,390.0,30,16,C1,10.0,Low,-0.10491223644804151
1979,NC,Female,381.0,85,2,R2,10.0,Low,-0.5225590833761962
1980,FL,Male,367.0,15,6,C2,10.0,Low,0.18834347526024825
1981,WA,Male,418.0,58,4,C2,10.0,Low,-0.06760900736012297
1982,CO,Female,554.0,47,18,S1,50.0,Moderate,0.12378877266957611
1983,CA,Female,971.0,36,13,U1,25.0,High,2.862386185163218
1984,NC,Female,432.0,60,9,T2,15.0,Moderate,-0.31218326661374823
1985,MO,Male,561.0,60,9,S1,18.0,Moderate,-0.010452076574186212
1986,GA,Female,423.0,62,10,T2,30.0,Low,-0.25698207740372586
1987,GA,Male,597.0,41,15,T2,15.0,Moderate,-0.17156852714806065
1988,KS,F,296.0,79,17,R3,20.0,Low,-1.5675248448750496
1989,KY,Male,279.0,73,11,R2,25.0,Low,-0.8699269783843683
1990,CA,Male,469.0,60,12,C2,16.0,Moderate,0.6341428967026715
1991,CA,Male,667.0,41,11,U1,15.0,Moderate,2.2915737215220844
1992,OR,Male,0.0,0,9,U3,12.0,Low,-4.179470003798405
1993,CA,Female,931.0,42,25,S1,30.0,High,2.62920827657222
1994,CA,Female,391.0,37,11,T2,16.0,Low,0.24350140055235558
1995,MI,Female,539.0,79,9,S2,12.0,Moderate,-0.32046750890807135
1996,FL,Male,355.0,51,20,R2,20.0,Low,-0.3422148588029087
1997,OK,Female,613.0,58,6,C1,20.0,Moderate,-0.01594220155079601
1998,NC,Male,456.0,47,6,C1,10.0,Moderate,-0.29738133654416155
1999,MI,Male,363.0,94,13,T2,26.0,Low,-0.774300870362287
2000,CA,F,591.0,72,5,S1,5.0,Moderate,1.826757155398583
2001,CA,Male,491.0,62,4,C1,10.0,Moderate,1.2256427259705716
2002,CA,F,426.0,39,6,U3,10.0,Moderate,0.605406484969974
2003,MO,Female,301.0,71,10,S2,15.0,Low,-0.9674681098171982
2004,CA,Female,475.0,45,5,T1,7.0,Moderate,1.3879046024007828
2005,TX,Male,308.0,75,13,T2,17.0,Low,-0.6450517707668415
2006,MI,Female,338.0,80,8,S2,5.0,Low,-0.4270494369634587
2007,FL,Female,499.0,35,13,T2,20.0,Low,0.1576107900263032
2008,CA,Female,380.0,43,13,C2,14.0,Low,1.03408848656259
2009,CA,Female,380.0,43,13,C2,14.0,Low,1.03408848656259
2010,CA,Female,380.0,43,13,C2,14.0,Low,1.03408848656259
2011,AZ,F,684.0,19,9,S1,20.0,Moderate,0.8350486416725024
2012,TX,Male,540.0,68,5,T2,5.0,Moderate,-0.5884696878039583
2013,AZ,F,295.0,12,12,C2,12.0,Low,-0.3354909437143729
2014,TX,Female,281.0,68,8,T3,11.0,Low,-1.1686233720126826
2015,CA,Female,807.0,22,23,S1,45.0,High,2.8906554240204927
2016,AL,F,496.0,65,4,R3,3.0,Moderate,0.01132886854473784
2017,CA,Female,471.0,62,6,R2,5.0,Moderate,0.9887520285964214
2018,Tennessee,Female,370.0,75,9,T1,10.0,Low,-0.310531676412396
2019,IL,Female,973.0,74,5,S1,5.0,High,1.9092965377421958
2020,AL,Female,378.0,55,4,C1,5.0,Low,0.036829652258159866
2021,IL,Female,507.0,70,10,S2,15.0,Moderate,0.3884311791829334
2022,MO,Male,612.0,60,10,C1,15.0,Moderate,0.29811097247655893
2023,GA,Female,292.0,90,9,0,10.0,Low,-1.0586526949443555
2024,NV,Male,381.0,19,11,S2,18.0,Low,-0.30229978117291556
2025,SC,Male,460.0,68,5,T2,7.0,Moderate,0.3049616700722971
2026,LA,Female,277.0,91,8,R2,15.0,Low,-1.1595949222097153
2027,NM,Male,416.0,39,20,S1,20.0,Low,-0.1341991240669175
2028,CA,Female,243.0,34,8,U3,10.0,Low,0.3276070669839097
2029,MN,Female,566.0,60,5,S1,5.0,Moderate,-0.010452076574186212
2030,CA,F,549.0,55,20,U1,10.0,Moderate,1.3610612509931268
2031,IL,Female,217.0,56,12,U4,10.0,Low,-0.6104385371071973
2032,CA,Female,694.0,60,7,U1,7.0,Moderate,2.276712393287034
2033,CA,Female,598.0,56,13,C1,20.0,Moderate,1.1024648013164227
2034,MO,Female,350.0,77,3,R2,5.0,Low,-0.6658033398190212
2035,MI,Female,905.0,43,10,S2,10.0,High,1.3643532026169243
2036,FL,Female,333.0,17,7,C1,8.0,Low,-0.12977228222091755
2037,MI,Male,315.0,76,9,S3,20.0,Low,-1.0448457632045727
2038,FL,Female,444.0,12,7,C2,20.0,Moderate,-0.18371214353567436
2039,TX,F,324.0,71,4,S3,10.0,Low,-0.9291236934803729
2040,CA,Male,537.0,38,17,0,34.0,Moderate,1.4028149317270144
2041,CA,Female,442.0,56,11,S1,14.0,Moderate,2.074559523406899
2042,KY,Female,259.0,92,10,R3,20.0,Low,-0.9962947885451544
2043,IN,F,351.0,70,6,0,7.0,Low,-0.3918563681354176
2044,FL,Male,473.0,37,10,S1,15.0,Moderate,-0.02283051321967248
2045,FL,Male,408.0,28,7,T2,9.0,Low,-0.310531676412396
2046,LA,Male,375.0,66,7,T2,25.0,Low,-0.5590300466871121
2047,WI,Male,311.0,88,10,R3,15.0,Low,-1.127020151597878
2048,WA,Female,506.0,56,9,T2,25.0,Moderate,0.5752380756713377
2049,AL,Female,412.0,75,10,C2,20.0,Moderate,-0.28109698737031186
2050,SC,Female,476.0,29,8,C1,12.0,Moderate,0.48371508466315627
2051,CA,Male,811.0,49,33,S1,20.0,High,2.1709282050533956
2052,FL,Male,436.0,23,5,S2,5.0,Moderate,-0.4075932706184979
2053,KS,Male,346.0,69,5,T2,5.0,Low,-0.7190244061523552
2054,ID,Male,505.0,45,7,C2,10.0,Low,-0.18676245385583626
2055,OR,Female,391.0,45,14,R2,10.0,Low,-0.43776732212276204
2056,AZ,F,345.0,33,14,C2,20.0,Low,-0.5944287233426877
2057,CA,Female,828.0,47,11,S1,10.0,High,1.8860926787321672
2058,AP,F,0.0,0,9,S1,8.0,Low,-4.179470003798405
2059,MI,Female,414.0,69,6,C2,7.0,Low,-0.5944287233426877
2060,MT,Female,279.0,63,7,R2,10.0,Low,-0.9016747287192898
2061,MO,Female,653.0,62,20,S1,20.0,Moderate,0.8981515783387767
2062,CO,Female,434.0,55,15,T2,20.0,Moderate,-0.6245919055614507
2063,NE,Male,758.0,53,7,S1,11.0,Moderate,0.495024450984109
2064,MI,Female,724.0,67,22,T1,20.0,Moderate,0.48577656281839837
2065,WI,Male,294.0,81,2,R2,3.0,Low,-0.7299094391252773
2066,FL,Female,410.0,13,5,C2,10.0,Low,-0.047868628214033454
2067,CA,Female,496.0,50,9,C2,15.0,Moderate,1.0456475882908056
2068,IN,Male,473.0,47,15,C1,21.0,Moderate,0.1439121202016836
2069,FL,Male,478.0,11,6,C2,4.0,Moderate,0.015381275367149793
2070,MI,Female,328.0,83,9,T2,10.0,Low,-0.5551486208905542
2071,MS,Male,265.0,61,17,T2,16.0,Low,-0.9341742096113994
2072,NC,Male,253.0,73,9,R3,12.0,Low,-0.7720480013266909
2073,FL,Male,365.0,51,8,C1,20.0,Low,-0.30065858364718895
2074,NE,Male,323.0,79,36,R2,50.0,Low,-0.8436215128459429
2075,MI,Female,462.0,79,10,S1,5.0,Moderate,-0.11510274195932584
2076,FL,Male,371.0,25,12,S1,21.0,Moderate,-0.29574527864531985
2077,TX,Female,438.0,55,4,T1,6.0,Moderate,0.0018347636264022084
2078,SC,Female,485.0,78,3,T2,25.0,Moderate,0.17243103943195534
2079,OK,Female,673.0,55,13,T1,50.0,Moderate,0.12378877266957611
2080,MI,Female,385.0,24,25,0,25.0,Low,-0.39011773577772485
2081,CA,Female,867.0,43,6,S1,5.0,High,1.9943962797540835
2082,TX,Female,326.0,89,14,R2,15.0,Low,-0.9066246933694793
2083,CA,Female,267.0,37,3,C3,5.0,Low,0.37643136099624674
2084,SD,Male,304.0,18,9,R2,14.0,Low,-0.9597120187731529
2085,FL,Male,353.0,9,15,C2,20.0,Low,-0.23165858148194263
2086,IN,Female,496.0,53,5,S1,5.0,Moderate,-0.06335893345203354
2087,IN,Male,472.0,73,10,T2,15.0,Moderate,-0.3422148588029087
2088,CO,Female,636.0,64,13,S1,19.0,Moderate,0.23640551298460707
2089,CA,Female,643.0,66,10,T1,10.0,Moderate,1.1438690909678833
2090,CA,Female,987.0,58,19,S1,25.0,High,2.5434353242012384
2091,CA,Male,392.0,42,11,C1,15.0,Moderate,1.2611978344308177
2092,NM,Female,324.0,26,4,T2,4.0,Low,-0.26979745467896693
2093,GA,Female,316.0,84,7,R2,12.0,Low,-0.5648712982945497
2094,IL,Male,209.0,63,5,T3,5.0,Low,-1.3748228573148267
2095,IA,Female,315.0,85,2,R3,2.0,Low,-1.4406642140025046
2096,NC,Male,468.0,74,15,T2,25.0,Low,-0.3338144981388052
2097,LA,Female,182.0,83,13,R3,20.0,Low,-1.2178791475338229
2098,GA,F,752.0,39,15,S1,20.0,High,0.41861828465408785
2099,HI,Female,399.0,71,7,R2,10.0,Low,0.3775255897458794
2100,GA,Female,555.0,65,11,C2,14.0,Moderate,-0.1730814701597087
2101,WI,Male,438.0,80,5,S2,5.0,Moderate,0.008621782866558361
2102,OR,Female,876.0,41,5,S1,10.0,High,1.1225332179964231
2103,GA,Male,325.0,74,4,T2,5.0,Low,-0.9831152083853243
2104,MT,Female,288.0,58,8,R2,15.0,Low,-0.5416429378893157
2105,WA,Male,610.0,59,9,S1,12.0,Moderate,0.2646174614080163
2106,CA,Male,1282.0,38,12,S1,15.0,Very High,2.9546656866328487
2107,GA,Female,312.0,58,7,S2,15.0,Low,-0.4111123994730924
2108,KY,Female,356.0,84,11,T2,24.0,Low,-0.8531295365084859
2109,CA,Female,762.0,43,11,S1,11.0,Moderate,1.323834409065336
2110,AZ,F,408.0,9,6,C2,11.0,Low,0.059321728033843106
2111,WI,Male,262.0,81,5,R3,5.0,Low,-1.1067082693340966
2112,IL,Male,373.0,65,10,C2,13.0,Moderate,-0.8627031243843128
2113,FL,F,338.0,51,14,S1,25.0,Low,-0.5551486208905542
2114,NV,Female,233.0,51,14,R2,40.0,Low,-0.7970295493746732
2115,WI,Male,361.0,82,4,0,5.0,Low,-0.499975339013845
2116,Tennessee,Female,258.0,51,9,R3,10.0,Low,-1.0754136862703902
2117,FL,Male,430.0,24,11,C2,20.0,Low,-0.16101756288142136
2118,MT,Female,222.0,62,8,C3,8.0,Low,-1.0149664700943204
2119,OR,Male,615.0,36,10,C1,15.0,Moderate,-0.08042567142298507
2120,FL,Male,525.0,28,25,U1,30.0,Moderate,0.3095140494581127
2121,AR,F,896.0,21,8,C1,10.0,Moderate,0.9974301073201162
2122,TX,Male,571.0,68,9,S1,9.0,Moderate,-0.009082377707507184
2123,TX,Female,561.0,58,11,0,14.0,Moderate,0.3786191484134875
2124,MI,Female,405.0,80,23,S3,25.0,Moderate,-0.5766233842470749
2125,FL,Female,413.0,24,5,S2,6.0,Low,-0.2506131545481861
2126,OR,Male,338.0,54,10,T2,15.0,Low,-0.360857250123215
2127,AZ,Male,354.0,56,10,S2,10.0,Low,-0.4925223185667311
2128,CA,Female,0.0,0,5,S2,5.0,Low,-4.179470003798405
2129,CA,Male,434.0,44,23,S3,42.0,Moderate,0.5976679295333258
2130,HI,Male,393.0,67,15,U1,18.0,Low,1.5942402519927927
2131,FL,Male,451.0,33,6,U4,5.0,Moderate,-0.20364377250849386
2132,WI,Male,552.0,76,11,T1,15.0,Moderate,0.009975875196379155
2133,TX,Female,390.0,75,6,C2,5.0,Low,-0.34727696265997876
2134,OK,Female,305.0,60,3,R2,3.0,Low,-1.5675248448750496
2135,CA,Male,687.0,41,10,S1,15.0,Moderate,2.420952834672721
2136,IA,Female,268.0,84,12,T3,10.0,Low,-1.129947894753364
2137,CA,Male,284.0,38,5,S1,10.0,Low,0.3786191484134875
2138,CA,Male,947.0,41,5,S1,6.0,High,2.3420243795362934
2139,IL,Female,636.0,83,18,S2,10.0,Moderate,0.1919948039801136
2140,TX,Female,470.0,77,10,T1,10.0,Moderate,-0.3422148588029087
2141,CA,Male,674.0,50,8,S1,10.0,Moderate,0.8571572115303164
2142,IL,Female,254.0,49,5,U4,10.0,Low,-0.6104385371071973
2143,CA,Male,852.0,42,14,C1,20.0,High,2.159441215970172
2144,CO,Male,352.0,32,18,C1,21.0,Low,-0.23952881174167495
2145,CA,Male,578.0,28,10,U2,15.0,Moderate,1.1482555691889205
2146,CA,Female,528.0,56,6,U1,8.0,Moderate,0.5194588453874897
2147,FL,Female,349.0,20,15,C2,15.0,Low,0.3038217358027439
2148,NC,Male,482.0,71,20,C2,30.0,Moderate,-0.08902615787720745
2149,NV,Male,447.0,23,10,S1,10.0,Low,0.4398743741434399
2150,AZ,F,487.0,4,5,C1,8.0,Moderate,0.05273761526121486
2151,TX,Female,293.0,78,15,R2,20.0,Low,-0.8992064253211434
2152,FL,Female,526.0,15,22,T1,10.0,Moderate,0.7141595620339333
2153,WI,Female,493.0,70,9,T2,5.0,Moderate,-0.11364304410368364
2154,IL,Female,416.0,74,2,C2,3.0,Low,-0.6783983737416389
2155,SC,Female,596.0,43,4,S1,12.5,Moderate,0.44830719430395166
2156,KS,F,423.0,76,5,R2,7.0,Low,-0.28434038123098276
2157,CA,Female,252.0,74,8,R2,10.0,Low,-0.3866463560613026
2158,AZ,F,317.0,42,12,U3,25.0,Low,-0.5263563847936111
2159,TX,Male,286.0,80,5,S2,10.0,Low,-0.8412546296426426
2160,TX,Male,291.0,49,5,S2,5.0,Low,-0.6953644479156836
2161,IL,Male,406.0,68,8,C2,15.0,Low,-0.57073567289932
2162,CO,Female,295.0,56,9,R2,13.0,Low,-0.6805082540170875
2163,CA,Female,314.0,60,23,C2,25.0,Low,0.050096733654287864
2164,TX,Female,0.0,0,10,C3,10.0,Low,-4.179470003798405
2165,SC,Male,408.0,54,8,T1,20.0,Low,-0.20518730812133373
2166,Tennessee,Female,432.0,57,10,T1,15.0,Moderate,-0.13272216656650698
2167,FL,Female,597.0,3,5,C1,13.0,Moderate,0.6083001574925464
2168,WA,Female,384.0,58,15,R1,23.0,Low,0.07371678671736018
2169,CA,Female,580.0,32,20,C1,25.0,Moderate,1.1526326109291571
2170,GA,Male,513.0,60,10,C2,15.0,Moderate,-0.03252253604478096
2171,WA,Female,486.0,43,20,C2,25.0,Moderate,-0.39359696903751845
2172,CA,Male,827.0,44,10,S1,7.0,High,2.62920827657222
2173,OR,Female,331.0,44,9,R2,21.0,Low,-0.47588668696106584
2174,NE,Male,400.0,64,13,C1,20.0,Moderate,-0.49066481922708577
2175,IN,F,447.0,55,3,T2,5.0,Moderate,-0.7541529131777946
2176,CA,Female,500.0,56,9,C2,10.0,Moderate,1.2494139884230926
2177,IN,Female,704.0,61,9,S1,10.0,Moderate,0.546563509334655
2178,TX,Female,348.0,65,9,S2,18.0,Low,-0.5397235246142561
2179,MI,Male,369.0,71,8,R2,10.0,Low,-0.4612517700266306
2180,CA,Male,492.0,62,11,R1,18.0,Low,0.7412935260014013
2181,KY,Male,168.0,74,20,R3,10.0,Low,-1.3089753571834506
2182,AZ,F,476.0,34,12,S2,19.0,Moderate,-0.17459583805551404
2183,KS,Male,272.0,71,3,0,5.0,Low,-1.5183355255731896
2184,CA,Female,586.0,21,8,C1,15.0,Moderate,1.3398697571071565
2185,OR,Male,284.0,39,5,R2,2.0,Low,-0.7320964302729692
2186,WA,Male,657.0,46,6,S1,10.0,Moderate,0.5996055923342042
2187,NC,Male,329.0,40,10,R2,15.0,Low,0.1576107900263032
2188,FL,Female,460.0,14,26,C2,25.0,Moderate,0.061948176019699305
2189,AZ,Male,482.0,0,12,T1,10.0,Moderate,0.541574208257787
2190,UT,Female,383.0,81,20,T2,15.0,Low,-0.34727696265997876
2191,IN,Female,428.0,82,4,T2,4.0,Moderate,-0.6368333546312097
2192,MO,Female,372.0,57,15,T2,21.0,Low,-0.4181750221625371
2193,CA,Female,592.0,44,8,U1,10.0,Moderate,1.5300745932351465
2194,FL,Female,458.0,35,12,R2,18.0,Moderate,0.2900846424400323
2195,IL,Male,501.0,61,7,U1,6.0,Moderate,0.5093175127906674
2196,CA,Female,487.0,62,3,U1,4.0,Moderate,1.2108222917333133
2197,NC,Male,676.0,41,17,S1,15.0,Moderate,0.43352381942508833
2198,IL,Male,517.0,78,9,S2,32.0,Moderate,0.5859992735747315
2199,KY,Male,322.0,82,10,T2,20.0,Low,-0.5984148570937919
2200,CA,Female,442.0,34,10,S1,15.0,Low,1.6462078140634457
2201,CA,Female,220.0,47,18,U4,27.0,Low,-0.05207882265543806
2202,FL,Female,352.0,13,20,C2,20.0,Low,-0.14012045617570848
2203,MI,Male,463.0,63,17,C2,36.0,Moderate,-0.290847317961561
2204,TX,Female,301.0,76,10,R2,25.0,Low,-0.57073567289932
2205,OR,Male,0.0,0,8,C2,10.0,Low,-4.179470003798405
2206,MI,Male,730.0,79,12,S1,18.0,Moderate,0.8873593096459114
2207,LA,Female,329.0,77,7,T2,11.0,Low,-0.532070499225487
2208,MO,Female,287.0,82,14,R2,20.0,Low,-1.4482070495515684
2209,IN,Male,343.0,71,18,T2,15.0,Low,-0.669989515501536
2210,CA,F,619.0,48,17,S1,19.0,Moderate,1.3787769576424118
2211,NC,Female,352.0,55,15,R3,20.0,Low,-0.11072757058481816
2212,FL,Female,463.0,24,15,S2,20.0,Moderate,-0.34727696265997876
2213,KS,Male,261.0,80,12,R2,20.0,Low,-1.451996372531085
2214,CA,Male,463.0,57,15,S2,20.0,Moderate,1.1460635125918268
2215,WI,Female,349.0,74,9,C2,10.0,Low,-0.5687782990118504
2216,FL,Female,598.0,36,13,0,25.0,Moderate,0.1439121202016836
2217,CA,F,492.0,58,10,U2,10.0,Moderate,0.8221778112831071
2218,MT,Male,334.0,54,11,C2,10.0,Low,-0.5339800760904388
2219,TX,Male,205.0,40,10,C2,15.0,Low,1.022462114235508
2220,FL,Male,363.0,8,3,U3,6.0,Low,-0.21447998754795242
2221,NC,F,429.0,33,7,T2,10.0,Low,0.13262194267446714
2222,IL,Female,433.0,68,16,T2,20.0,Moderate,-0.05067422880355635
2223,MO,Female,492.0,62,10,T1,50.0,Moderate,-0.010452076574186212
2224,OR,Female,655.0,30,8,S1,11.0,Moderate,0.2992546077879125
2225,HI,Female,517.0,55,8,T1,50.0,Moderate,1.4221067138708843
2226,GA,Female,424.0,53,12,T3,25.0,Moderate,-0.30723371991100706
2227,NC,Female,214.0,91,11,R3,10.0,Low,-0.936706505749856
2228,GA,Male,519.0,58,13,T1,12.0,Moderate,0.1338800985468257
2229,WI,Female,373.0,81,4,R2,4.0,Low,-0.8555167458856147
2230,MS,Male,791.0,74,5,T1,4.0,High,0.5996055923342042
2231,MS,Male,364.0,75,4,T2,5.0,Low,-0.8507464247666535
2232,CA,Female,464.0,52,4,S2,5.0,Moderate,0.9220141147269035
2233,OR,Male,262.0,25,4,R2,5.0,Low,-0.20827886096356835
2234,CA,Male,664.0,51,15,U3,20.0,Moderate,1.945938797936791
2235,GA,Male,472.0,68,17,T2,21.0,Low,0.0072665894794775605
2236,CA,Female,657.0,23,9,U1,15.0,Moderate,2.9439377741446355
2237,WI,Female,370.0,90,9,R2,10.0,Low,-0.4040822057645899
2238,WA,Male,445.0,33,16,S2,20.0,Moderate,-0.2827178481128565
2239,IN,Female,226.0,79,3,C3,5.0,Low,-1.498434842203735
2240,MI,Female,321.0,89,4,T2,3.0,Low,-1.0122830859661125
2241,GA,Female,449.0,65,17,C1,38.0,Low,-0.0036148468190737855
2242,OR,Female,424.0,54,15,S2,17.0,Moderate,-0.3354909437143729
2243,MI,Male,458.0,74,3,T2,3.0,Moderate,-0.23165858148194263
2244,KS,Male,503.0,60,6,S1,2.5,Moderate,-0.27301762986070877
2245,GA,Female,442.0,36,20,S1,28.0,Moderate,-0.1445757130458182
2246,SC,Male,301.0,86,25,R2,25.0,Low,-0.769798714617965
2247,CA,Female,516.0,72,15,R2,15.0,Moderate,0.5435715529031503
2248,UT,Female,475.0,77,8,T2,25.0,Moderate,-0.07899663951362032
2249,CA,Female,325.0,34,6,T2,15.0,Low,0.04480248174575666
2250,CA,F,502.0,50,8,U1,13.0,Moderate,1.3137495384320736
2251,WA,Male,619.0,44,5,R2,7.0,Moderate,0.11363732178636109
2252,MS,Female,309.0,81,9,R2,14.0,Low,-0.9545658708850062
2253,IN,Male,320.0,80,5,T2,12.0,Low,-0.8318271106473094
2254,IN,Male,334.0,64,13,R2,20.0,Low,-0.667894915060578
2255,CA,Female,832.0,46,3,C1,4.0,Moderate,2.013595604240914
2256,CA,Female,485.0,60,6,S2,10.0,Moderate,0.5947576385859673
2257,TX,F,311.0,76,10,R2,19.0,Low,-0.7993227179086553
2258,FL,Male,298.0,53,15,U4,15.0,Low,-0.6847372864326285
2259,CO,Female,396.0,36,5,T1,10.0,Low,-0.21603404336156964
2260,AZ,F,466.0,12,7,C1,11.0,Moderate,0.5869744708119394
2261,CA,Male,299.0,64,25,R2,20.0,Low,-0.4521762544282379
2262,CA,Female,600.0,61,6,T2,5.0,Moderate,0.9680878755725514
2263,CO,Male,493.0,33,12,R1,15.0,Moderate,0.3555124166973082
2264,TX,Female,258.0,76,13,C2,16.0,Low,-1.329391579367454
2265,FL,Male,348.0,23,15,U3,20.0,Low,-0.26979745467896693
2266,AL,F,463.0,81,4,S2,5.0,Moderate,-0.31218326661374823
2267,WA,Female,370.0,63,6,T2,15.0,Low,-0.8108450511724447
2268,IL,Male,353.0,84,4,T2,5.0,Low,-0.5746582075045895
2269,AZ,Male,235.0,21,9,T3,12.0,Low,-0.7586055564822991
2270,LA,Female,776.0,64,15,C1,15.0,Moderate,0.5325591993149286
2271,MT,Female,163.0,70,22,R2,23.0,Low,-0.8869309600612255
2272,AZ,Male,446.0,0,68,T1,75.0,Low,-0.0832874814922902
2273,FL,Female,431.0,49,11,T2,14.0,Low,-0.120954671151221
2274,CA,Female,329.0,44,12,0,25.0,Low,0.5801372851121599
2275,CA,F,725.0,16,5,U2,6.0,Moderate,-4.179470003798405
2276,CA,Male,454.0,46,11,R2,12.0,Moderate,0.7733518941334225
2277,MI,Male,666.0,80,20,S1,25.0,Moderate,0.7031963173250356
2278,MI,Female,507.0,67,9,C1,15.0,Moderate,-0.12388855696891682
2279,CA,Female,458.0,54,13,R3,12.0,Moderate,0.4057430875358717
2280,LA,Female,352.0,83,13,T2,20.0,Low,-0.514993284258004
2281,CA,Male,539.0,49,24,T1,25.0,Moderate,1.1613585726896225
2282,FL,Female,659.0,33,9,U1,15.0,Moderate,0.6511748468480226
2283,AR,F,351.0,78,12,C1,20.0,Low,-0.5590300466871121
2284,MI,Female,526.0,77,10,S1,10.0,Moderate,-0.0008878100696538076
2285,WA,Male,568.0,42,25,0,100.0,Moderate,0.7385975007617342
2286,TX,Female,272.0,68,15,S2,20.0,Low,-0.46489724882011824
2287,FL,F,270.0,27,12,T2,5.0,Low,-0.6185094178333845
2288,KS,Female,356.0,74,4,T2,10.0,Low,-0.7342867772622894
2289,FL,Female,362.0,29,8,T2,15.0,Low,-0.499975339013845
2290,CO,Male,393.0,49,8,S2,20.0,Low,-0.11072757058481816
2291,NE,Female,338.0,89,10,R2,10.0,Low,-1.315743430471148
2292,CA,Male,303.0,44,9,U4,10.0,Low,0.04480248174575666
2293,CA,Female,444.0,50,12,S2,9.0,Moderate,1.5141912133422017
2294,CA,Female,155.0,33,8,T3,8.0,Low,-0.19441372009021474
2295,WA,Male,459.0,46,15,S2,15.0,Moderate,0.38951808906534885
2296,OR,Female,271.0,53,4,R2,6.0,Low,-0.9316466122560505
2297,TX,Male,359.0,63,7,C2,10.0,Low,-0.5726956397325754
2298,AR,Male,374.0,56,10,S2,10.0,Low,-0.09478504615866264
2299,OR,Male,423.0,42,11,C2,12.0,Moderate,-0.4777260548940324
2300,MO,Female,406.0,64,15,C2,18.0,Moderate,-0.45036764830522114
2301,IN,Male,362.0,79,3,R2,5.0,Low,-0.9571365013554903
2302,AZ,Male,441.0,36,11,S2,25.0,Moderate,-0.2665838427179091
2303,NV,Male,431.0,26,7,R2,10.0,Moderate,-0.499975339013845
2304,WI,Male,493.0,61,9,S1,10.0,Low,1.1321253201964403
2305,GA,Male,506.0,63,10,T2,15.0,Moderate,-0.07899663951362032
2306,TX,Female,629.0,59,19,S1,15.0,Moderate,-0.12977228222091755
2307,CO,Female,749.0,36,18,C2,25.0,Moderate,0.8973235182595966
2308,WI,Female,470.0,89,20,T2,20.0,Moderate,-0.17005700591013834
2309,ND,Female,381.0,64,8,C1,15.0,Low,-0.2522029831816927
2310,CA,Male,742.0,50,10,S1,20.0,Moderate,2.7344720281046446
2311,FL,Female,436.0,20,9,C2,14.0,Low,-0.10927178948915643
2312,CA,Female,388.0,38,13,U3,10.0,Low,0.8756696871000881
2313,AZ,F,462.0,18,13,T1,15.0,Moderate,0.20652340720146445
2314,KY,Male,233.0,84,5,R3,5.0,Low,-1.2022817442692821
2315,CA,F,819.0,53,11,U1,10.0,High,1.6839659264096005
2316,CA,Male,531.0,52,20,U1,15.0,Moderate,0.9584772591044626
2317,NC,Female,405.0,63,10,R1,3.0,Low,-0.06335893345203354
2318,FL,Female,502.0,24,9,S2,20.0,Moderate,0.20893301772424855
2319,SC,Female,533.0,40,9,S1,10.0,Moderate,0.12125657912072695
2320,CA,Female,227.0,52,4,C1,8.0,Low,-0.16252061820351227
2321,Tennessee,Male,362.0,86,5,R2,10.0,Low,-0.42527042345007415
2322,FL,Female,461.0,28,12,S2,21.0,Moderate,-0.028361859343617426
2323,IL,Male,513.0,86,16,S2,25.0,Moderate,-0.04646761675390776
2324,CO,Female,606.0,38,7,C1,20.0,Moderate,0.4587932331628591
2325,TX,Male,267.0,68,6,T2,5.0,Low,-0.8555167458856147
2326,CA,Male,708.0,51,14,U1,20.0,Moderate,1.6952812755878917
2327,MI,Female,624.0,81,7,T1,5.0,Moderate,0.22689908785146506
2328,MI,Female,511.0,66,3,U2,2.0,Moderate,-0.32879596866404054
2329,SD,Female,340.0,71,12,T2,25.0,Low,-0.6574670890407218
2330,CA,Male,429.0,65,10,S2,12.5,Moderate,0.666185483420639
2331,AK,F,568.0,27,15,C2,20.0,Moderate,-0.2098268849203361
2332,CA,Female,519.0,25,10,0,10.0,Low,0.615034610800879
2333,CA,Male,753.0,54,8,C1,10.0,Moderate,1.5817957146673853
2334,AL,Female,271.0,66,3,R3,3.0,Low,-0.9910074387014471
2335,FL,Female,435.0,47,9,S3,10.0,Moderate,-0.24743827906197233
2336,SC,Female,350.0,69,13,S2,25.0,Low,-0.3540522288737428
2337,CA,Male,719.0,56,19,U1,40.0,Moderate,1.994890568737365
2338,MS,Female,365.0,79,9,T3,10.0,Low,-0.9417852758774374
2339,CO,Male,427.0,17,13,U1,50.0,Moderate,-4.179470003798405
